nomeEntidade,numeroProcesso,anoProcesso,numeroLicitacao,anoLicitacao,objeto,modalidade,dataPublicacao,tipoObjeto,formaJulgamento,dataHomologacao,situacao,adesao,atasRegistroPrecos,cidadeCertame,contratos,dataAberturaEnvelopes,dataAnulacao,dataCriacao,dataJulgamento,dataRevogacao,despesas,documentosRelacionados,emailContato,empenhos,enderecoCertame,enderecoEntrega,estadoCertame,formaContratacao,"inicioRecebimentoEnvelopes",itensVencedores,meioDivulgacao,motivoAnulacao,motivoRevogacao,nomeContato,participantes,registroPrecos,telefoneContato,"terminoRecebimentoEnvelopes",fundamentoLegal,valorEstimado,valorHomologado
"FUNDAÇÃO CULTURAL DE CRICIÚMA",21,2025,21,2025,"Recolhimento e repasse dos direitos autorais ao escritório central de arrecadação e distribuição - ECAD, em eventos institucionais, culturais, comemorativos ou festivos promovidos pela administração pública.","Inexigibilidade de licitação",2025-09-19,"Prestação de serviços","MENOR PRECO",2025-09-18,HOMOLOGADO," "," "," "," ",2025-09-18T08:00:00Z," ",2025-09-18,2025-09-18," "," ","documentosRelacionados_70055cae-6b93-4f43-9d15-c981340394fd.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2025-09-18T08:00:00Z,"itensVencedores_81148b9a-e08c-449e-87bb-0e01ad8cd375.csv",INTERNET," "," "," ","participantes_1d911730-b7e1-40f8-90b4-98b8e16c0340.csv",NÃO," ",2025-09-18T08:00:00Z,"Lei 14133/2021, Art. 74, II",32850,32850
"FUNDAÇÃO CULTURAL DE CRICIÚMA",14,2025,14,2025,"Registro de preços para contratação de empresa especializada para a prestação de serviços de segurança desarmada, incluindo controle de acesso, revista pessoal e segurança preventiva, com o objetivo de garantir a integridade física de pessoas e a preservação do patrimônio público durante a realização de eventos promovidos pela Administração Pública do Município de Criciúma/SC, nos locais e datas a serem previamente definidos.","Pregão eletrônico",2025-07-28,"Prestação de serviços","MENOR PRECO POR ITEM",2025-08-18,HOMOLOGADO," ","atasRegistroPrecos_426fabea-70e4-4565-a907-101bbba5c5bd.csv"," "," ",2025-08-08T09:00:00Z," ",2025-05-16,2025-08-08," ","despesas_a40580ed-a020-46ae-978a-5339f8445e41.csv","documentosRelacionados_9fe437e1-25f7-43d2-b4e4-e64ddc6e831b.csv",fcc@criciuma.sc.gov.br,"empenhos_87597ca8-6d98-4b64-a216-b6f39cf5eaf0.csv","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2025-07-28T08:00:00Z,"itensVencedores_4387a9d0-6cd1-458f-9fb4-baa5fa9eaedd.csv",INTERNET," "," "," ","participantes_0fda1fa2-0261-4f3e-aa5a-79a5c722b4d9.csv",SIM," ",2025-08-08T08:30:00Z,"Lei 14133/2021, Art. 28, I",81000,37800
"FUNDAÇÃO CULTURAL DE CRICIÚMA",10,2025,10,2025,"Contratação de empresa especializada para viabilizar a apresentação artística da atração nacional Raça Negra, a ser realizada no dia 4 de novembro de 2025, no Parque das Nações Cincinato Naspolini, como parte das comemorações do centenário de emancipação de Criciúma/SC.","Inexigibilidade de licitação",2025-06-25,"Contratação de serviços","MENOR PRECO",2025-06-26,HOMOLOGADO," "," "," ","contratos_7783f8ad-64bd-4fba-83cf-1b2613f937a1.csv",2025-06-25T08:00:00Z," ",2025-03-17,2025-06-25," "," ","documentosRelacionados_6050a439-430f-46e8-a7a9-352f56013761.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2025-06-25T08:00:00Z,"itensVencedores_9479a468-0e4f-45f3-9985-f9544661a7dd.csv",INTERNET," "," "," ","participantes_c0366147-57dd-4380-b07a-90e035ea8622.csv",NÃO," ",2025-06-25T08:00:00Z,"Lei 14133/2021, Art. 74, II",550000,550000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",13,2025,13,2025,"Registro de preços para contratação de serviços de hotelaria, compreendendo hospedagem e alimentação, com o objetivo de atender às demandas da Fundação Cultural, notadamente no apoio logístico ao Festival de Corais, bem como a outros eventos, apresentações e atividades promovidos e/ou apoiados pela Fundação.","Pregão eletrônico",2025-07-28,"Prestação de serviços","MENOR PREÇO GLOBAL POR LOTE",2025-08-11,HOMOLOGADO," ","atasRegistroPrecos_3c3f0e2c-ae6f-47f0-b339-b0b26beace89.csv"," "," ",2025-08-08T09:00:00Z," ",2025-05-07,2025-08-08," ","despesas_8dfe3481-026a-44de-98d3-742b4061b012.csv","documentosRelacionados_37b876b4-a139-4f86-bb35-027793bbbf38.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2025-07-28T08:00:00Z,"itensVencedores_d03a3727-33da-4945-84c5-3d1a60ffe62d.csv",INTERNET," "," "," ","participantes_25ac639a-f9a1-4bd9-8d4b-779515c18550.csv",SIM," ",2025-08-08T08:30:00Z,"Lei 14133/2021, Art. 28, I",154000,154000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",19,2025,19,2025,"Registro de preços para aquisição de balões inflados com gás hélio, destinadas aos eventos como Festival de Corais, Desfile do Centenário e festividades de Natal promovidos pela Fundação Cultural do Município de Criciúma/SC.","Pregão eletrônico",2025-09-16,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-10-01,HOMOLOGADO," ","atasRegistroPrecos_3a86a4bb-83ac-4578-a19b-dbf15abfff33.csv"," "," ",2025-09-30T09:00:00Z," ",2025-07-07,2025-09-30," ","despesas_5d399b32-89c6-4f05-a5e2-3ee822f41261.csv","documentosRelacionados_0d5b38a0-4154-43f4-8c45-5b812d7cd710.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2025-09-16T15:00:00Z,"itensVencedores_41b70afd-b926-49aa-8756-b4bf25972aff.csv",INTERNET," "," "," ","participantes_abfef3c9-dad9-4e82-b3a2-54fc11ad06c7.csv",SIM," ",2025-09-30T08:30:00Z,"Lei 14133/2021, Art. 28, I",27000,27000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",12,2025,12,2025,"Contratação de empresa especializada para viabilizar a apresentação artística da atração nacional Pe. Fábio de Melo para apresentação do show “Este Sou Eu”, a ser realizada no dia 13 de setembro de 2025, no Parque das Nações Cincinato Naspolini, no Parque das Nações Cincinato Naspolini, como parte das comemorações do centenário de emancipação do município de Criciúma/SC","Inexigibilidade de licitação",2025-07-14,"Prestação de serviços","MENOR PRECO",2025-07-14,HOMOLOGADO," "," "," ","contratos_3ff588ca-87ed-49ef-b86c-034cb72af7ca.csv",2025-07-14T08:00:00Z," ",2025-05-05,2025-07-14," "," ","documentosRelacionados_8eefc094-c446-4967-b3be-ce163271e4ab.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2025-07-14T08:00:00Z,"itensVencedores_901b434e-7792-4486-a4cd-6cf36b72ad98.csv",INTERNET," "," "," ","participantes_c2a1b684-20c6-4f4a-92b7-4ebce88bd2dd.csv",NÃO," ",2025-07-14T08:00:00Z,"Lei 14133/2021, Art. 74, I",290000,290000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",9,2025,9,2025,"Prestação de serviços de sonorização e iluminação, incluindo o fornecimento de todos os equipamentos, mão de obra especializada e logística necessária, com o objetivo de atender às especificações técnicas constantes nos riders técnicos dos artistas nacionais contratados, durante os eventos realizados pela Fundação Cultural do Município de Criciúma/SC.","Pregão eletrônico",2025-06-25,"Prestação de serviços","MENOR PREÇO GLOBAL POR LOTE",2025-07-22,HOMOLOGADO," "," "," ","contratos_2c9dfa70-577c-4707-a409-317d15ef5895.csv",2025-07-14T09:00:00Z," ",2025-05-12,2025-07-14," "," ","documentosRelacionados_457a5505-63ff-4230-a92b-32d7bbf6c301.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2025-06-25T17:00:00Z,"itensVencedores_9b9cabf3-abe5-44f0-9696-67373088d196.csv",INTERNET," "," "," ","participantes_0d58ce44-806e-4a3c-9207-10e357ffa313.csv",NÃO," ",2025-07-14T08:30:00Z,"Lei 14133/2021, Art. 28, I",144000,78500
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",2,2025,2,2025,"Fornecimento de créditos eletrônicos mediante carga e recarga de cartões de bilhetagem eletrônica do sistema integrado de transporte coletivo de Criciúma denominado Cartão - Criciúmacard, para atender a demanda dos atletas vinculados a FME que praticam diversas modalidades esportivas dentro do Município de Criciúma/SC.","Inexigibilidade de licitação",2025-03-26,"Prestação de serviços","MENOR PRECO",2025-03-26,HOMOLOGADO," "," "," ","contratos_991065f4-6736-432d-b94a-acf5b3877add.csv",2025-03-26T08:00:00Z," ",2025-02-24,2025-03-26," "," ","documentosRelacionados_d87b49d8-b995-4821-9501-01faa0063d4c.csv",," ","Rua: Domênico Sonego","Rua: Domênico Sonego",SC,Licitação,2025-03-26T08:00:00Z,"itensVencedores_7309991a-1dd3-42da-87c7-2f5d5496b80c.csv",INTERNET," "," "," ","participantes_77ccec5d-8fe8-4a5f-adc6-d448c9055d0c.csv",NÃO," ",2025-03-26T08:00:00Z,"Lei 14133/2021, Art. 74, II",183750,183750
"PREFEITURA MUNICIPAL DE CRICIUMA",2,2025,2,2025,"Registro de preços de drenos de concreto (NBR 8890/2003), em atendimento a implantação, ampliação e manutenção do sistema de drenagem pluvial do município de Criciúma/SC.","Pregão eletrônico",2025-01-14,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-02-14,HOMOLOGADO," ","atasRegistroPrecos_07c1bc0b-9277-4cc9-8c29-b7706f8a7d02.csv"," "," ",2025-01-28T09:00:00Z," ",2025-01-08,2025-01-28," ","despesas_7d923e1a-bfbb-4441-a9f0-c7ac6bb7a12d.csv","documentosRelacionados_41d5f49f-0695-4d72-b088-e97e05c912fa.csv","compras@criciuma.sc.gov.br","empenhos_9c0a5008-2c6e-4a0a-983b-67693b7358be.csv","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-01-08T08:00:00Z,"itensVencedores_5c0446d0-ec2d-4d6e-9af3-fadc8aedbade.csv",INTERNET," "," "," ","participantes_c74cc8fa-391e-44e6-851a-7efca545be2f.csv",SIM," ",2025-01-28T08:30:00Z,"Lei 14133/2021, Art. 28, I",2719810,2318700
"PREFEITURA MUNICIPAL DE CRICIUMA",60,2025,60,2025,"Contratação de empresa de engenharia especializada em cartografia, aerofotogrametria e geoprocessamento para a produção do Mapeamento Móvel Terrestre 360° (imagens georrereferenciadas (360°) das vias e das unidades imobiliárias), em apoio à gestão fiscal tributária e outras atividades do Município de Criciúma/SC.","Concorrência eletrônica",2025-05-16,"Obras e Serviços de Engenharia","MENOR PRECO",2025-08-20,HOMOLOGADO," "," "," ","contratos_af36ec68-80dd-4658-aba7-407cee0cc5ed.csv",2025-06-04T09:00:00Z," ",2025-04-07,2025-06-04," "," ","documentosRelacionados_8ff42fe7-b1e7-4403-b7e2-34e688e3b401.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-05-19T08:00:00Z,"itensVencedores_1202d76d-11d0-4964-83a9-50a787e6c6c3.csv",INTERNET," "," "," ","participantes_b0eafd38-96cd-40f4-a443-95cbc60c3564.csv",NÃO," ",2025-06-04T08:30:00Z,"Lei 14133/2021, Art. 6, XXXVIII",575000,294669
"PREFEITURA MUNICIPAL DE CRICIUMA",67,2025,67,2025,"Contratação de empresa especializada na confecção de fardamentos para os Agentes da Autoridade de Trânsito e Transportes (AATT) do Município de Criciúma/SC.","Pregão eletrônico",2025-05-21,"Prestação de serviços","MENOR PRECO GLOBAL",2025-07-09,HOMOLOGADO," "," "," ","contratos_e761a317-5c50-4384-b7ea-9634fd02e77e.csv",2025-06-03T09:00:00Z," ",2025-03-14,2025-06-03," "," ","documentosRelacionados_f2e8777c-1115-42da-ac9c-37ce0aa87d44.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-05-21T08:00:00Z,"itensVencedores_ef3a7508-3e06-4228-886b-7110ab17b186.csv",INTERNET," "," "," ","participantes_897e8f01-e75f-4591-bb4c-1faa78c91447.csv",NÃO," ",2025-06-03T08:30:00Z,"Lei 14133/2021, Art. 28, I",132056.4,132056.4
"PREFEITURA MUNICIPAL DE CRICIUMA",89,2025,89,2025,"Registro de preços para aquisição de derivados de petróleo (CAP 50-70, Emulsão RR-1C e CM-30), destinados ao uso na usina de asfalto e pelos setores responsáveis por pavimentação, repavimentação e conservação de vias e logradouros públicos no município de Criciúma/SC.","Pregão eletrônico",2025-07-03,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-07-18,HOMOLOGADO," ","atasRegistroPrecos_3e19deb4-c6fa-4c9c-a840-e0c610b602bc.csv"," "," ",2025-07-17T09:00:00Z," ",2025-04-29,2025-07-17," ","despesas_71e49e0b-415b-4a75-8e18-1b0b7d25df41.csv","documentosRelacionados_17c4977c-a0df-413c-982e-37b798d8ccd3.csv","compras@criciuma.sc.gov.br","empenhos_d0fb0061-fe41-4c0c-8852-b0ff91fdb23a.csv","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-07-03T08:00:00Z,"itensVencedores_0d22e9f9-6e23-4643-852c-5d9f58a7af22.csv",INTERNET," "," "," ","participantes_409a3e63-301e-47d7-aa91-6f9d510842d5.csv",SIM," ",2025-07-17T08:30:00Z,"Lei 14133/2021, Art. 28, I",21253500,16466500
"PREFEITURA MUNICIPAL DE CRICIUMA",110,2025,110,2025,"Contratação de empresa, do ramo pertinente, para prestação de serviços de troca do telhado da estrutura da academia do 9º Batalhão de Polícia Militar de Criciúma/SC.","Dispensa eletrônica",2025-08-08,"Prestação de serviços","MENOR PRECO GLOBAL",2025-08-20,HOMOLOGADO," "," "," ","contratos_f9096a56-b08e-440f-a074-6c559e110b9a.csv",2025-08-18T09:00:00Z," ",2025-07-02,2025-08-18," "," ","documentosRelacionados_628fb394-53b1-4b30-b069-219bf6dd4361.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-08-08T12:00:00Z,"itensVencedores_53b39782-0b32-4652-8442-2e7eaba6cb79.csv",INTERNET," "," "," ","participantes_ddad677a-e2d0-4162-93f2-d81f36e6fcd4.csv",NÃO," ",2025-08-18T08:30:00Z,"Lei 14133/2021, Art. 75, II",101938.58,78100
"PREFEITURA MUNICIPAL DE CRICIUMA",22,2025,22,2025,"Registro de preços de materiais de sinalização viária vertical (placas de sinalização), em atendimento a Diretoria de Trânsito e Transportes do município de Criciúma/SC.","Pregão eletrônico",2025-03-07,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO GLOBAL",2025-04-08,HOMOLOGADO," ","atasRegistroPrecos_e68e09d2-90f2-4807-bf31-9b406fd17513.csv"," "," ",2025-03-24T09:00:00Z," ",2025-02-04,2025-03-24," ","despesas_aaef4501-a19d-4cf0-9f3c-15d745321ff7.csv","documentosRelacionados_b53bf6f7-5bd8-412e-b060-cbfadb5e18d4.csv","compras@criciuma.sc.gov.br","empenhos_a3b70ca2-53db-45a6-8701-3f5dd9074cc3.csv","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-03-07T08:00:00Z,"itensVencedores_1f9210cb-f0b1-499f-92d9-feec9f34f0e6.csv",INTERNET," "," "," ","participantes_d842e390-13e4-4510-85ad-99264a85799c.csv",SIM," ",2025-03-24T08:30:00Z,"Lei 14133/2021, Art. 28, I",276315,175000
"PREFEITURA MUNICIPAL DE CRICIUMA",48,2025,48,2025,"Aquisição de Gás Liquefeito de Petróleo (GLP) P13, em atendimento as demandas do 4º Batalhão de Bombeiro Militar de Criciúma/SC.","Dispensa eletrônica",2025-04-25,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM"," ",REVOGADO," "," "," "," ",2025-05-02T09:00:00Z," ",2025-03-25,2025-05-02,2025-05-06," ","documentosRelacionados_ee1a304f-1076-444f-b1d2-001748fe842d.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-04-25T14:30:00Z," ",INTERNET," ","Licitação deserta"," "," ",NÃO," ",2025-05-02T08:30:00Z,"Lei 14133/2021, Art. 75, II",3630," "
"PREFEITURA MUNICIPAL DE CRICIUMA",29,2025,29,2025,"Aquisição de veículos (caminhão e camionete com cestos aéreos tipo SKY), para atendimento das demandas da COSIP, pertencente a Secretaria de Infraestrutura, Planejamento e Mobilidade Urbana.","Pregão eletrônico",2025-03-25,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-07-18,HOMOLOGADO," "," "," ","contratos_42348ba1-654d-44c4-845d-0ff3610199ac.csv",2025-05-07T09:00:00Z," ",2025-03-07,2025-05-07," "," ","documentosRelacionados_7001b653-ff08-48ce-972d-07b9a9e24bfa.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-04-23T14:00:00Z,"itensVencedores_aa0786b7-f882-408d-9957-cd9c91201648.csv",INTERNET," "," "," ","participantes_023c132b-7d65-4521-afbc-ecd5b5728ccb.csv",NÃO," ",2025-05-07T08:30:00Z,"Lei 14133/2021, Art. 28, I",3417626.67,2688000
"PREFEITURA MUNICIPAL DE CRICIUMA",61,2025,61,2025,"Registro de preços de instrumentos musicais e de peças de reposição dos equipamentos, para atendimento das fanfarras/bandas pertencentes as Unidades de Ensino da Secretaria de Educação do Município de Criciúma/SC.","Pregão eletrônico",2025-05-19,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-07-03,HOMOLOGADO," ","atasRegistroPrecos_a772f9e3-ba3e-453d-97ba-f69f5b0bdf2a.csv"," "," ",2025-06-02T14:00:00Z," ",2025-04-01,2025-06-02," ","despesas_d9a46069-c51a-4766-9b9e-2b9669b5be9b.csv","documentosRelacionados_b729a73b-0aaf-4b96-94f9-de35b791c295.csv","compras@criciuma.sc.gov.br","empenhos_64bf6710-36c3-4e08-b336-f140c1198529.csv","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-05-19T08:00:00Z,"itensVencedores_80ce5918-914f-4e0f-8ab4-54c205155b58.csv",INTERNET," "," "," ","participantes_ceec2e61-ecd0-4714-b66e-4b3a9f6e21aa.csv",SIM," ",2025-06-02T13:30:00Z,"Lei 14133/2021, Art. 28, I",445777.59,261838.62
"PREFEITURA MUNICIPAL DE CRICIUMA",23,2025,23,2025,"Registro de preços de artefatos de concreto (lajota, meio fio, tampa de boca de lobo e blocos) e piso podotátil para pavimentação, repavimentação, manutenção e conservação de diversos logradouros públicos do Município de Criciúma/SC.","Pregão eletrônico",2025-03-20,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-04-25,HOMOLOGADO," ","atasRegistroPrecos_7c36ad8e-9ffb-4523-a4b7-75882469595d.csv"," "," ",2025-04-24T09:00:00Z," ",2025-01-20,2025-04-24," ","despesas_8ebdb988-6ae4-440a-931f-e3cf7bf8f472.csv","documentosRelacionados_0ce776eb-8791-4ab7-a1aa-b4896e06e946.csv","compras@criciuma.sc.gov.br","empenhos_a8383ee2-9728-4337-b2c2-edf906a3a493.csv","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-04-10T16:15:00Z,"itensVencedores_b3b00039-27fb-4ed9-a554-0bf5dd7f98fe.csv",INTERNET," "," "," ","participantes_246f5c82-6765-4338-b096-630c25c90f4d.csv",SIM," ",2025-04-24T08:30:00Z,"Lei 14133/2021, Art. 28, I",3010960,2129550
"PREFEITURA MUNICIPAL DE CRICIUMA",72,2025,72,2025,"Contratação de empresa ou consórcio de empresas do ramo pertinente, para execução dos serviços necessários à requalificação da RUA PEDRO DAL TOÉ, para adequação da via quanto a mobilidade urbana e acessibilidade, localizada no bairro Morro Estevão, Município de Criciúma-SC.  (OPERAÇÃO DE CRÉDITO: CONTRATO FONPLATA BRA-31/2021)","Concorrência eletrônica",2025-05-29,"Obras e Serviços de Engenharia","MENOR PRECO POR ITEM",2025-09-04,HOMOLOGADO," "," "," ","contratos_962a00c7-6444-4e70-9a08-2ce56d10558c.csv",2025-06-18T09:00:00Z," ",2025-02-24,2025-06-18," "," ","documentosRelacionados_a97de056-4f37-462f-81f9-562af3d07325.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-05-29T08:00:00Z,"itensVencedores_ed455bac-4eb8-45e5-9de2-6be9833a0fb5.csv",INTERNET," "," "," ","participantes_40d70c2c-b56b-4b4f-9981-2d618ad9f48c.csv",NÃO," ",2025-06-18T08:30:00Z,"Lei 14133/2021, Art. 6, XXXVIII",6930752.82,6098977.05
"PREFEITURA MUNICIPAL DE CRICIUMA",9,2025,9,2025,"Registro de preços de aparelhos celulares, do tipo smartphones, para uso corporativo, afim de atender as diversas demandas do Município de Criciúma/SC.","Pregão eletrônico",2025-02-04,"Aquisição de bens","MENOR PRECO POR ITEM"," ",SUSPENSO," "," "," "," ",2025-02-19T09:00:00Z," ",2025-01-16,2025-02-19," "," ","documentosRelacionados_3e4d6a3a-7913-4de9-9b36-1897d339c3ac.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-02-04T08:00:00Z," ",INTERNET," "," "," "," ",SIM," ",2025-02-19T08:30:00Z,"Lei 14133/2021, Art. 28, I",305918.59," "
"PREFEITURA MUNICIPAL DE CRICIUMA",49,2025,49,2025,"Serviços técnicos de informática através da Cessão de Direito de Uso do Sistema DetranNet, módulo Fiscalização, desenvolvido e instalado no ambiente DATACENTER do CIASC. Relativos ao acesso/cessão de informação do banco de dados do DETRAN/SC para a inserção e atualização das multas de trânsito de competência administrativa.","Dispensa de licitação",2025-04-24,"Contratação de Tecnologia da informação e de Comunicação","MENOR PRECO",2025-04-24,HOMOLOGADO," "," "," ","contratos_8850ffa5-b8de-494a-ada0-c93ad677fd36.csv",2025-04-24T08:00:00Z," ",2025-03-13,2025-04-24," "," ","documentosRelacionados_76739b4b-a815-45f6-a2a6-6cb748c8bb19.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-04-24T08:00:00Z,"itensVencedores_234edfaa-bafc-46f4-a183-31d3d53504f4.csv",INTERNET," "," "," ","participantes_a905e0f3-5603-4c31-871d-1bd207dc541c.csv",NÃO," ",2025-04-24T08:00:00Z,"Lei 14133/2021, Art. 75, II",2138405.36,2138405.36
"PREFEITURA MUNICIPAL DE CRICIUMA",27,2025,27,2025,"Registro de preços de abrigos metálicos para pontos de ônibus, (confecção e instalação), em atendimento a Diretoria de Trânsito e Transportes do município de Criciúma/SC.","Pregão eletrônico",2025-03-18,"aquisição de Bens para Compra, inclusive por Encom","MENOR PREÇO GLOBAL POR LOTE",2025-04-07,HOMOLOGADO," ","atasRegistroPrecos_707a2590-932b-4377-b989-592cca89e6fb.csv"," "," ",2025-04-04T09:00:00Z," ",2025-03-18,2025-04-04," ","despesas_0049f960-6bcc-4f56-8fe1-077bbb8a52cd.csv","documentosRelacionados_6df36924-b6d4-43dc-8e2e-10554230a6b7.csv","compras@criciuma.sc.gov.br","empenhos_26a8eeaf-556e-44a3-ba7b-90db1405ecdb.csv","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-03-18T08:00:00Z,"itensVencedores_43c860dc-276c-4346-bd3f-c202a1d9c499.csv",INTERNET," "," "," ","participantes_0fbab0d4-0e1f-4fe2-9e0d-b83aa81a0abb.csv",SIM," ",2025-04-04T08:30:00Z,"Lei 14133/2021, Art. 28, I",769225.2,331389.5
